"id","title","image_url","created_at","updated_at","director","detail","open_date"
256,"ソング・オブ・ザ・シー　海のうた","http://eiga.k-img.com/images/movie/83821/photo/6d2fe418a294cad2/320.jpg?1466472469","2020-06-30 14:34:42","2020-06-30 14:34:42","トム・ムーア","アイルランドに伝わる神話をもとに、海ではアザラシ、陸では人間の女性の姿をとる妖精と人間との間に生まれた兄弟の冒険を描き、第87回アカデミー賞で長編アニメーション賞にノミネートされたアイルランド映画。セルキーの母親と人間の父親の間に生まれた幼い兄妹のベンとシアーシャ。ある日、妹のシアーシャがフクロウの魔女に連れ去られてしまい、兄のベンは妹を救うため、魔法世界へと旅立っていく。初長編作「ブレンダンとケルズの秘密」（日本未公開）でもアカデミー賞にノミネートされた経歴を持つトム・ムーア監督の第2作。","2016年8月20日"
257,"傷物語II 熱血篇","http://eiga.k-img.com/images/movie/83226/poster2/200.jpg?1452248670","2020-06-30 14:34:42","2020-06-30 14:34:42","新房昭之","西尾維新の人気ライトノベル「傷物語」をアニメーション映画化する3部作の第2部。総監督とアニメーション制作は、「傷物語」と同じ西尾維新の「〈物語〉シリーズ」を手がけてきた新房昭之とシャフトが担当。四肢を失うという重傷を負った美しき吸血鬼キスショット・アセロラオリオン・ハートアンダーブレードと出会ったことをきっかけに、自らも吸血鬼となった高校生・阿良々木暦。人間に戻るためには、失われたキスショットの四肢を取り戻さなければならない暦は、怪異の専門家・忍野メメの助言を受け、過酷な戦いに身を投じていく。暦と壮絶な戦いを繰り広げる吸血鬼ハンターを演じるキャストとして、新たに入野自由、江原正士、大塚芳忠が参加。","2016年8月19日"
258,"ヴィレッジ・オン・ザ・ヴィレッジ","http://eiga.k-img.com/images/movie/84979/photo/1aad03001100eb96/320.jpg?1467942187","2020-06-30 14:34:43","2020-06-30 14:34:43","黒川幸則","不思議な町に迷い込んだバンドマンが住人たちと酩酊しながら過ごす、はかなくも幸せな日々をつづったドラマ。バンドのツアー中に見知らぬ町に取り残されてしまった中西は、住人たちのボス的存在である古賀に気に入られ、仕事を手伝うように。町外れの川にまつわる特別な力をマネージメントしている住人たちは、川からさまよい出てくるものを追い返し、酒を酌み交わす。中西は古賀の店で働く女性・絢に惹かれていく一方で、この町と自分との間に深いつながりがあることに気づきはじめる。ピンク映画界の異才・黒川幸則が自主製作作品として手がけ、ハードコアパンクバンド「core of bells」の山形育弘が脚本を担当。「のっぽのグーニー」などで活躍するミュージシャンの田中淳一郎が主演と音楽を務め、映画「ゲゲゲの女房」「楽隊のうさぎ」の監督として知られる鈴木卓爾、「恋の渦」の柴田千紘らが脇を固める。","2016年8月6日"
259,"ジョギング渡り鳥","http://eiga.k-img.com/images/movie/83080/poster2/200.jpg?1448848943","2020-06-30 14:34:44","2020-06-30 14:34:44","鈴木卓爾","「私は猫ストーカー」「ゲゲゲの女房」などで知られる鈴木卓爾監督が、講師を務めた映画美学校のアクターズ・コース第1期高等科の実習作品として、同校の生徒たちと作り上げたオリジナル作品。カメラの前に立つキャストがスタッフの担い、地球人と宇宙人が入り乱れて織りなすドタバタを描いた青春群像劇を描いた。遠い星から神を探して長い旅を続けてきたモコモコ星人が、地球へとたどり着く。母船が壊れて帰れなくなった彼らは、とある町の人々をカメラとマイクを使って観察しはじめる。しかし、モコモコ星人には人間のような「わたし」と「あなた」という概念がなく……。","2016年3月19日"
260,"シネマ歌舞伎　喜撰","http://eiga.k-img.com/images/movie/82862/photo/1a361a5f1818b96c/320.jpg?1440994306","2020-06-30 14:34:44","2020-06-30 14:34:44","","2015年2月に他界した歌舞伎俳優・十代目坂東三津五郎の代表作のひとつ「喜撰」をスクリーン上映。三津五郎最後の「喜撰」となった13年6月の歌舞伎座新開場杮葺落公演を収録。粋で華やかな変化舞踊の人気演目で、舞踊の名手として知られた三津五郎の至高の芸がスクリーンによみがえる。桜が満開の京都・東山にやって来た喜撰法師は、祇園の茶汲み女・お梶のあまりの美しさに心を奪われる。さっそく彼女を口説きはじめる喜撰だったが、あえなく振られてしまう。やがて弟子の所化たちが喜撰を迎えに来て、彼らは賑やかに踊りながら庵へと帰っていく。歌舞伎の舞台をデジタルシネマ化する「シネマ歌舞伎」シリーズの第23弾で、「棒しばり」との2本立て上映。","2016年2月13日"
261,"シネマ歌舞伎　棒しばり","http://eiga.k-img.com/images/movie/82863/photo/0cb28870e69ed6aa/320.jpg?1440994222","2020-06-30 14:34:45","2020-06-30 14:34:45","","2015年2月に他界した歌舞伎俳優・十代目坂東三津五郎の代表作のひとつで、故・中村勘三郎（18代目）との名コンビで長年にわたって人気を博した演目「棒しばり」をスクリーン上映。04年4月に歌舞伎座で上演された舞台を収録。酒が大好きな次郎冠者と太郎冠者は、主人が出かけるたびに酒を盗み飲んでいた。そんな2人に困り果てた主人は、外出中に酒を盗まれないよう彼らの両手を縛って出かけてしまう。それでも酒を飲みたい2人は、縛られたままの格好で協力しあいながらどうにか酒にありつき、やがて酔って踊りだす。歌舞伎の舞台をデジタルシネマ化する「シネマ歌舞伎」シリーズの第23弾で、「喜撰」との2本立て上映。","2016年2月13日"
262,"傷物語I 鉄血篇","http://eiga.k-img.com/images/movie/56502/poster2/200.jpg?1444014253","2020-06-30 14:34:45","2020-06-30 14:34:45","新房昭之","西尾維新の人気ライトノベル「傷物語」をアニメーション映画化する3部作の第1部。原作は、吸血鬼もどきの高校生・阿良々木暦と彼を取り巻く少女たちの周囲で起こる怪異現象を描く「〈物語〉シリーズ」の一作で、2009年にテレビアニメ化された「化物語」の前日譚。阿良々木暦がどのようにして吸血鬼キスショット・アセロラオリオン・ハートアンダーブレードと出会い、その眷属（けんぞく）になったかが描かれる。高校2年生の阿良々木暦は、終業式の日の午後、同じ学校に通う三つ編み眼鏡の優等生・羽川翼から、「この町に吸血鬼がいる」という噂を聞かされる。その夜、町に出た暦は、地下鉄のホームで傷を負って倒れ、助けを求める少女に出会う。総監督およびアニメーション制作は、これまで同シリーズのアニメ化を手がけてきた新房昭之とシャフト。","2016年1月8日"
263,"心が叫びたがってるんだ。（2015）","http://eiga.k-img.com/images/movie/81471/poster2/200.jpg?1436755051","2020-06-30 14:34:46","2020-06-30 14:34:46","長井龍雪","人気アニメ「あの花」こと「あの日見た花の名前を僕達はまだ知らない。」の監督：長井龍雪×脚本：岡田磨里×キャラクターデザイン：田中将賀が再結集したオリジナル劇場用アニメーション。「あの花」同様の埼玉県秩父市を舞台とした青春群像劇で、少年少女の心の傷や葛藤、切なさを描く。あることをうっかり話してしまったため家族がバラバラになり、突然現れた玉子の妖精に「二度と人を傷つけないように」とおしゃべりを封印されてしまった少女・成瀬順。もともとは元気な女の子だったが、その事件がトラウマとなり、ずっと目立たないように静かに生きてきた。そんな順が「地域ふれあい交流会」の実行委員に任命され、ミュージカルの主役にも選ばれてしまい……。","2015年9月19日"
264,"野火","http://eiga.k-img.com/images/movie/80686/poster2/200.jpg?1434948467","2020-06-30 14:34:47","2020-06-30 14:34:47","塚本晋也","1959年に市川崑により映画化された大岡昇平の同名小説を塚本晋也の監督、脚本、製作、主演により再び映画化。日本軍の敗北が濃厚となった第二次世界大戦末期のフィリピン戦線。結核を患った田村一等兵は部隊を追放され、野戦病院へと送られる。しかし、野戦病院では食糧不足を理由に田村の入院を拒絶。再び舞い戻った部隊からも入隊を拒否されてしまう。空腹と孤独と戦いながら、レイテ島の暑さの中をさまよい続ける田村は、かつての仲間たちと再会する。戦場という異常な空間で極限状態に追い込まれた人間たちが描かれる。共演にリリー・フランキー、俳優デビュー作の「バレット・バレエ」以来の塚本監督作品への参加となるドラマーの中村達也。","2015年7月25日"
265,"ピクニック（1936）","http://eiga.k-img.com/images/movie/48317/poster2/200.jpg?1427445516","2020-06-30 14:34:47","2020-06-30 14:34:47","ジャン・ルノワール","印象派の巨匠ピエール＝オーギュスト・ルノワールの息子、ジャン・ルノワール監督による中編作品。ギィ・ド・モーパッサンの小説「野あそび」を原作に、パリから田舎にピクニックにやってきた一家の一日や、地元青年と一家の娘の愛を、モノクロの美しい映像で紡いだ。1936年に撮影されたものの、第2次大戦時にドイツ軍によってプリントが破棄。シネマテーク・フランセーズの創設者アンリ・ラングロワがオリジナルネガを救出し、プロデューサーのピエール・ブラウンベルジェがアメリカへ亡命中だったルノワール監督の了解を得て編集作業が続けられ、完成。第2次大戦が終結した翌年の46年、撮影から10年を経てパリで初公開されたという経緯を持つ作品。2015年、戦後70年を記念して日本でもデジタルリマスター版が劇場公開。","2015年6月13日"
266,"セッション","http://eiga.k-img.com/images/movie/80985/poster2/200.jpg?1423018880","2020-06-30 14:34:48","2020-06-30 14:34:48","デイミアン・チャゼル","2014年・第30回サンダンス映画祭のグランプリ＆観客賞受賞を皮切りに世界各国の映画祭で注目を集め、第87回アカデミー賞では助演男優賞ほか計3部門を受賞したオリジナル作品。世界的ジャズドラマーを目指して名門音楽学校に入学したニーマンは、伝説の教師と言われるフレッチャーの指導を受けることに。しかし、常に完璧を求めるフレッチャーは容赦ない罵声を浴びせ、レッスンは次第に狂気に満ちていく。「スパイダーマン」シリーズなどで知られるベテラン俳優のJ・K・シモンズがフレッチャーを怪演し、アカデミー賞ほか数々の映画賞で助演男優賞を受賞。監督は、これまでに「グランドピアノ　狙われた黒鍵」「ラスト・エクソシズム2 悪魔の寵愛」などの脚本を担当し、弱冠28歳で長編監督2作目となる本作を手がけたデイミアン・チャゼル。","2015年4月17日"
267,"お江戸のキャンディー","http://eiga.k-img.com/images/movie/81510/poster2/200.jpg?1418353409","2020-06-30 14:34:49","2020-06-30 14:34:49","広田レオナ","バレエ「白鳥の湖」をベースに、「DRUG GARDEN」で初監督を務めた女優・広田レオナ監督が独特の世界観で描いた異色恋愛映画。舞台は男ばかりのEDOワンダーランド。EDO随一の美しさを誇る男花魁・白鳥太夫、そして大衆人気ナンバーワンのキャンディボーイ・フリ松。ふたりは一目で恋に落ちる。白鳥太夫にあしらわれた将軍・近々正は、白鳥太夫にそっくりな顔をしたお伝を送り込み、フリ松はお伝に誘惑されてしまう。近々正からフリ松の心変わりを聞かされた白鳥太夫は、悲しみのあまり足抜けを企てる。真山明大が白鳥太夫、お伝の二役を演じ、竹中直人、吹越満らが脇を固める。","2015年2月28日"
268,"みんなの学校","http://eiga.k-img.com/images/movie/81431/poster2/200.jpg?1419406372","2020-06-30 14:34:49","2020-06-30 14:34:49","真鍋俊永","不登校ゼロを目指す大阪市立南住吉大空小学校の取り組みを紹介し、第68回文化庁芸術祭大賞など数々の賞を受賞したテレビドキュメンタリーを劇場版として再編集した作品。大阪市立南住吉大空小学校。ここでは、発達障害を抱えた子、自分の気持ちをうまくコントロールできない子など、いわゆる特別支援の対象となる児童も同じ教室で学ぶ。大空小学校が目指すのは不登校ゼロ。教職員、保護者、地域の大人たちだけでなく、子ども同士も一緒になり「みんながつくる、みんなの学校」のスローガンに取り組む姿を長期にわたり取材。そこには、ごく普通の公立小学校が実践する濃密な教育の姿があった。","2015年2月21日"
269,"METライブビューイング2014-15 レハール「メリー・ウィドウ」","http://eiga.k-img.com/images/movie/80736/photo/52694d8d7de45cda/320.jpg?1407308600","2020-06-30 14:34:50","2020-06-30 14:34:50","","ニューヨーク・メトロポリタン歌劇場（MET）で上演されるオペラを映画館で上映する「METライブビューイング」の2014～15シーズン第6作。セレブな未亡人をめぐる恋の騒動を、「プロデューサーズ」でトニー賞に輝いた女性演出家スーザン・ストローマンの新演出で描くロマンティックコメディ「メリー・ウィドウ」（15年1月17日上演）をスクリーン上映する。20世紀初頭のパリ。小国ポンテベドロの外交官ツェータ男爵は、亡夫から莫大な遺産を相続したハンナの存在に頭を抱えていた。彼女がもし他国の男と再婚すれば、ポンテベドロは破産の危機に追いこまれてしまうのだ。そこで彼は、かつてハンナと恋仲だったものの身分の差から結婚できなかった書記官ダニロに、ハンナに求婚するよう命じるが……。当代きっての名ソプラノであるルネ・フレミングと、ブロードウェイスターのケリー・オハラが豪華共演。","2015年2月21日"
270,"トラフィック（1971）","http://eiga.k-img.com/images/movie/67896/photo/5b7c2b77929e1844/320.jpg?1396890011","2020-06-30 14:34:50","2020-06-30 14:34:50","ジャック・タチ","「ぼくの伯父さん」シリーズの喜劇作家ジャック・タチによる最後のフィルム作品となった長編第5作。パリの自動車会社で設計技師を務めるユロ氏。アムステルダムで開催されるモーターショーに新型キャンピングカーを届けることになった彼は、広報のアメリカ人女性マリアやトラック運転手らとともに現地を目指す。ところが、パンクや渋滞、交通事故など、様々なトラブルに見舞われ……。2014年「ジャック・タチ映画祭」にて、コマ落ちしていたフィルム4分を復活させた完全版を上映。","2014年4月12日"
271,"プレイタイム","http://eiga.k-img.com/images/movie/27134/photo/7810b777e86f45ab/320.jpg?1396889900","2020-06-30 14:34:51","2020-06-30 14:34:51","ジャック・タチ","「ぼくの伯父さん」のジャック・タチが膨大な時間と製作費をかけて挑んだ野心作で、全編を高画質の70ミリフィルムで撮りあげたフランス映画史上屈指の大作コメディ。半年以上もの時間を費やしてパリ東部に建設した巨大セット「タチ・ビル」の近未来的な都市を舞台に、就職の面接を受けるためにやって来たユロ氏とアメリカ人観光客バーバラのすれ違いや出会いをユーモラスに描く。公開当時、一部の批評家や映画ファンからは熱烈な支持を得たものの興行的には大失敗し、タチを破産に追い込んだ。タチの没後20年となる2002年にはカンヌ国際映画祭で「新世紀修復版」が上映され、再評価が進んでいる。14年、タチの監督作や出演作をデジタル復元版で上映する「ジャック・タチ映画祭」でリバイバル。","2014年4月12日"
272,"ナショナル・シアター・ライヴ 2014 「フランケンシュタイン」","http://eiga.k-img.com/images/movie/79829/photo/848ca2640630eab6/320.jpg?1396888024","2020-06-30 14:34:52","2020-06-30 14:34:52","ダニー・ボイル","英国ナショナル・シアターで上演された舞台をデジタル映像化し、映画館で上映する「ナショナル・シアター・ライヴ」の、日本公開第1弾。ベネディクト・カンバーバッチとジョニー・リー・ミラーがダブル主演し、「スラムドッグ＄ミリオネア」「127時間」のダニー・ボイルが演出を担当した「フランケンシュタイン」を映画館で上映。主演の2人はフランケンシュタイン博士役と怪物役を交互に演じ、2012年ローレンス・オリビエ賞の主演男優賞を受賞。配役を入れ替えた両バージョンを上映。","2014年3月28日"
273,"オンリー・ゴッド","http://eiga.k-img.com/images/movie/78765/poster.jpg?1389193200","2020-06-30 14:34:52","2020-06-30 14:34:52","ニコラス・ウィンディング・レフン","「ドライヴ」のニコラス・ウィンディング・レフン監督とライアン・ゴズリングが再タッグを組んだサスペンスドラマ。タイのバンコクを舞台に、兄を殺され復讐を遂げようとする男の前に、神を名乗る謎の男が立ちはだかる様子を、レフン監督独特の映像美と過激なバイオレンス描写とともに描き出した。バンコクでボクシングクラブを経営し、裏では麻薬の密売にもかかわるジュリアン。ある日、兄のビリーが惨殺され、アメリカで巨大犯罪組織を仕切る母のクリステルは、ジュリアンに復讐を命じる。しかし、そんなジュリアンの前に、元警官で裏社会を牛耳っているという謎の男チャンが立ちはだかる。","2014年1月25日"
274,"麗しのサブリナ","http://eiga.k-img.com/images/movie/5519/photo/c61998d09efd6202/320.jpg?1396890750","2020-06-30 14:34:53","2020-06-30 14:34:53","ビリー・ワイルダー","オードリー・ヘプバーンが「ローマの休日」の翌年に出演した作品で、ビリー・ワイルダー監督によるロマンティックコメディ。大富豪ララビー家に仕える運転手の娘サブリナが、富豪の次男に恋をする。父親や使用人仲間は不毛な恋を忘れさせるため、サブリナをパリへ送り出す。2年後、サブリナは洗練された淑女となって帰国。その変貌ぶりに、次男やその兄は使用人の娘であることに気がつかず……。2013年、特集上映「スクリーン・ビューティーズ Vol.1 オードリー・ヘプバーン」にてデジタルリマスター版が公開。","2013年9月28日"
275,"言の葉の庭","http://eiga.k-img.com/images/movie/77989/poster2/200.jpg?1415784654","2020-06-30 14:34:54","2020-06-30 14:34:54","新海誠","「雲のむこう、約束の場所」「秒速5センチメートル」など、繊細なドラマと映像美で国内外から人気を集めるアニメーション作家・新海誠監督が、初めて現代の東京を舞台に描く恋の物語。靴職人を目指す高校生タカオは、雨が降ると学校をさぼり、公園の日本庭園で靴のスケッチを描いていた。そんなある日、タカオは謎めいた年上の女性ユキノと出会い、2人は雨の日だけの逢瀬を重ねて心を通わせていく。居場所を見失ってしまったというユキノのために、タカオはもっと歩きたくなるような靴を作ろうとするが……。キャラクターデザイン、美術、音楽など、メインスタッフには、これまでの新海作品とは異なる新たな顔ぶれがそろう。短編「だれかのまなざし」が同時上映。","2013年5月31日"
276,"だれかのまなざし","http://eiga.k-img.com/images/movie/78750/poster2/200.jpg?1401272816","2020-06-30 14:34:54","2020-06-30 14:34:54","新海誠","2013年2月に開催された野村不動産グループによるイベント「プラウドボックス感謝祭」のために製作されたショートムービー。「未来」「家族の絆」をテーマに、一匹のネコの視点からひとりの女性の成長やその家族の姿を描く。同年5月公開の新海監督の中編「言の葉の庭」と同時上映で劇場公開。","2013年5月31日"
277,"この空の花　長岡花火物語","http://eiga.k-img.com/images/movie/57866/photo/ba778c8252691201/320.jpg?1396889917","2020-06-30 14:34:55","2020-06-30 14:34:55","大林宣彦","2004年の新潟県中越地震から復興をとげ、11年の東日本大震災発生時には被災者をいち早く受け入れた新潟・長岡市を舞台に、ひとりの女性新聞記者がさまざまな人と出会い、不思議な体験を重ねていく姿を大林宣彦監督が描く。11年夏、熊本・天草の地方紙記者の玲子が新潟・長岡を訪れる。目的は、中越地震を乗り越え復興し、東日本大震災の被災者をいち早く受け入れた同地を取材すること。そして、長年音信不通だった元恋人からの「長岡の花火を見てほしい」という便りに心ひかれたためだった。","2012年5月12日"
278,"陽炎座","http://eiga.k-img.com/images/movie/35574/photo/1a85461e9c8dfcf5/320.jpg?1396891543","2020-06-30 14:34:56","2020-06-30 14:34:56","鈴木清順","「ツィゴイネルワイゼン」（1980）の成功を受けて移動式映画館シネマ・プラセットの第2弾作品として製作された“浪漫3部作”の2作目。泉鏡花の同名小説を原作に、偶然知り合った美しい女に翻弄される劇作家の姿を華麗な色彩美の映像で描く。年号が大正から昭和に変わった東京。劇作家・松崎春狐は、奇妙な偶然が重なり謎の美女・品子と3度も出会う。やがて品子から「4度目の逢瀬は恋死なねばならない」と心中を誘う文を受け取った松崎は、品子がいる金沢へ向かうが……。「ツィゴイネルワイゼン」に続き田中陽造が脚本を担当。主演は松田優作。2012年、“浪漫3部作”の「ツィゴイネルワイゼン」「夢二」（91）とあわせてニュープリントでリバイバル上映。","2012年1月14日"
279,"一枚のハガキ","http://eiga.k-img.com/images/movie/55610/photo/57f0a3c6a04513a6/320.jpg?1396889668","2020-06-30 14:34:56","2020-06-30 14:34:56","新藤兼人","撮影当時98歳という日本最高齢監督の新藤兼人が、自らの実体験をもとに引退作として製作した戦争ドラマ。出演に豊川悦司、柄本明、大竹しのぶ、大杉漣らベテラン俳優が顔をそろえる。戦争末期に召集された中年兵士の啓太は、1人の兵士から「自分は戦死するだろうから生き残ったらハガキは読んだと妻を訪ねてくれ」と一枚のハガキを託される。終戦後、啓太はわずかな生き残り兵士となり故郷に戻るが、妻は父と出奔し、村で彼を待つ者は誰もいなかった。ハガキを書いた友子を訪ねると、彼女は家族を亡くし、貧しい農家でひとり懸命に生きていた。","2011年8月6日"
280,"星を追う子ども","http://eiga.k-img.com/images/movie/55847/photo/d8ae90eea12c08a1/320.jpg?1464332958","2020-06-30 14:34:57","2020-06-30 14:34:57","新海誠","「ほしのこえ」「雲のむこう、約束の場所」など繊細な心理描写と緻密な映像美で知られるアニメーション作家・新海誠が、「秒速5センチメートル」以来5年ぶりに手がけたオリジナル長編作。少女アスナが父の形見の鉱石ラジオで聞いた不思議な音楽をきっかけに、大冒険へと旅立つ姿を描くジュブナイルアニメ。美術監督の丹治匠、音楽の天門ら新海作品を支えるおなじみのスタッフが集う。","2011年5月7日"
281,"義兄弟 SECRET REUNION","http://eiga.k-img.com/images/movie/55630/photo/950c342a92c19256/320.jpg?1396889857","2020-06-30 14:34:57","2020-06-30 14:34:57","チャン・フン","南北それぞれの国家に翻弄された2人の男の運命を、ソン・ガンホとカン・ドンウォン主演で描いた社会派ドラマ。ソウル市内で発生した国家情報員と北朝鮮工作員との銃撃事件。工作員を取り逃がした責任を負わされ情報員をクビになったハンギュは6年後、国から見捨てられ潜伏生活を続けていた工作員ジウォンと偶然にも再会を果たす。それぞれの目的を隠しながら行動をともにするようになった2人は、次第に心を通わせていく。","2010年10月30日"
282,"マイマイ新子と千年の魔法","http://eiga.k-img.com/images/movie/53974/photo/e51d049719bf7188/320.jpg?1469165886","2020-06-30 14:34:58","2020-06-30 14:34:58","片渕須直","芥川賞作家・高樹のぶ子が自らが幼少時代を描いた自伝的小説を映画化。監督は「魔女の宅急便」（89）などで演出補を務めた片渕須直。昭和30年代、大自然に囲まれた山口県防府市にある旧家。おでこにマイマイ（つむじ）がある小学3年生の新子は、祖父から聞かされた千年前の町の姿やそこに生きた人々のことを空想することが趣味だった。ある日、なかなか田舎に馴染めない東京からの転校生・貴伊子と出会った新子は、次第に貴伊子と遊ぶようになり、心を通わせていく。","2009年11月21日"
283,"トランスフォーマー","http://eiga.k-img.com/images/movie/1916/photo/2196e5a50cde9369/320.jpg?1495095088","2020-06-30 14:34:59","2020-06-30 14:34:59","マイケル・ベイ","自動車、ヘリコプター、戦闘機など地球上のあらゆるマシンの姿をトレースし、人型ロボットへ変形することができる未知の金属生命体が地球に襲来。人類に対して侵略を開始する。そんな時、先祖の探検家が南極で発見した彼らの“秘密”を、そうとは知らずに保管していた16歳の少年サムは、初めて買った自分の車が巨大ロボットに変形することを知り……。監督は「アルマゲドン」のマイケル・ベイ。スティーブン・スピルバーグが製作総指揮を担当。","2007年8月4日"
284,"陸に上がった軍艦","http://eiga.k-img.com/images/movie/34090/photo/c99f2b3103f38fd7/320.jpg?1495096111","2020-06-30 14:34:59","2020-06-30 14:34:59","山本保博","日本映画界最高齢となる95歳の現役監督・新藤兼人が、自身の戦争体験を語ったドキュメンタリー・ドラマ。1944年、召集令状を受けて広島県の呉海兵団に入隊し、翌年の敗戦まで過酷な軍隊生活を送った新藤監督。本人による証言と、リアリズムに徹底した再現ドラマを交えながら、軍隊の不条理を描き出す。メガホンを取るのは、これまで「生きたい」「ふくろう」など新藤監督の下で助監督を務めてきた山本保博。","2007年7月28日"
285,"秒速5センチメートル","http://eiga.k-img.com/images/movie/56096/photo/fcfaf609d4ffc7df/320.jpg?1464332890","2020-06-30 14:35:00","2020-06-30 14:35:00","新海誠","「言の葉の庭」の新海誠による2007年公開の劇場作品で、ひかれあっていた男女の時間と距離による変化を全3話の短編で描いた連作アニメーション。互いに思いあっていた貴樹と明里は、小学校卒業と同時に明里の引越しで離ればなれになってしまう。中学生になり、明里からの手紙が届いたことをきっかけに、貴樹は明里に会いにいくことを決意する（第1話「桜花抄」）。やがて貴樹も中学の半ばで東京から引越し、遠く離れた鹿児島の離島で高校生生活を送っていた。同級生の花苗は、ほかの人とはどこか違う貴樹をずっと思い続けていたが……（第2話「コスモナウト」）。社会人になり、東京でSEとして働く貴樹。付き合った女性とも心を通わせることができず別れてしまい、やがて会社も辞めてしまう。季節がめぐり春が訪れると、貴樹は道端である女性に気づく（第3話「秒速5センチメートル」）。主題歌には山崎まさよしの「One more time, One more chance」を起用した。","2007年3月3日"
286,"紙屋悦子の青春","http://eiga.k-img.com/images/movie/1468/photo/07dbdf89444bd54d/320.jpg?1435832902","2020-06-30 14:35:01","2020-06-30 14:35:01","黒木和雄","今年4月に亡くなった「竜馬暗殺」「父と暮らせば」などで知られる黒木和雄監督が現在、最も注目される劇作家といわれる松田正隆の戯曲を映画化。昭和20年、特攻基地のあった鹿児島県出水市を舞台に、ひとりの女性と間もなく特攻隊として出撃する1人の兵士とその親友の三角関係を静かな映像で綴った戦争ドラマ。主人公紙屋悦子には原田知世。原作者の母親が主人公のモデルになっている。","2006年8月12日"
287,"バウンド","http://ecx.images-amazon.com/images/I/51dKC6oevSL._SL180_.jpg","2020-06-30 14:35:01","2020-06-30 14:35:01","リリー・ウォシャウスキー","マフィアの金を奪って逃走せんとする2人の女の姿を描いたクライム・サスペンス。「暗殺者」「アンフォゲタブル」の脚本を手掛けたラリー（65年生まれ）とアンディ（68年生まれ）のウォシャウスキー兄弟が初監督と脚本、製作総指揮を兼ねた第1回作品で、ひねりの効いた脚本とユニークな人物設定、斬新な映像・音響設計など才気あふれるところを見せる。製作はアンドリュー・ラザーとスチュアート・ボロス、撮影は「クルーレス」のビル・ポープ、音楽はドン・デイヴィス、プロダクション・デザインはイヴ・コーリー、美術監督はロバート・ゴールドスタインとアンドレア・ドパソ、編集はザック・スタンバーグ、黒を基調にした衣裳は「プリシラ」のリジー・ガーディナーが担当。主演は「ライアーライアー」のジェニファー・ティリー、「ショーガール」のジーナ・ガーション、「悪魔たち、天使たち」のジョー・パントリアーノ。共演は「ホワイト・サンズ」のジョン・Ｐ・ライアン、「12モンキーズ」のクリストファー・メローニ、「クロッシング・ガード」などで俳優としても活躍する映画監督のリチャード・Ｃ・サラフィアンほか。97年ポルト国際映画祭グランプリ、主演女優賞（ジェニファー・ティリー）受賞。","1997年7月5日"
288,"天使の涙","http://eiga.k-img.com/images/movie/47103/photo/eb0daee9b5668d5e/320.jpg?1495096471","2020-06-30 14:35:02","2020-06-30 14:35:02","ウォン・カーウァイ","ネオンきらめく香港の街の音と光の中、5人の若者たちの恋と青春群像を描いた一編。監督・脚本は「欲望の翼」「恋する惑星」のウォン・カーウァイ。全編にわたる極端な超ワイドレンズの使用、トレードマークとなったコマ落とし／コマ伸ばしの連続によるアクション場面の躍動感、光と音の斬新な使い方など、その斬新なビジュアル・センスにさらに磨きがかかった。当初、3話から成るはずだった「恋する惑星」で省略したエピソードを発展させたものだが、監督自身は「同じスピリットから生まれたもので、続編ではない」と発言している。製作は「黒薔薇ＶＳ黒薔薇」「チャイニーズ・オデッセイ」など娯楽作品の監督でもあるジェフ・ラウ、撮影は「欲望の翼」以来コンビを組むクリストファー・ドイル、美術は「いますぐ抱きしめたい」以降のカーウァイと組むウィリアム・チョンなど、カーウァイ作品の常連スタッフが集結。出演は「妖獣都市・香港魔界篇」「シティー・ハンター」のレオン・ライ、「スウォーズマン／女神伝説の章」のミシェル・リー、「恋する惑星」の金城武、「バタフライ・ラヴァーズ」「トワイライト・ランデブー」のチャーリー・ヤン、「チャイニーズ・オデッセイ」のカレン・モク。","1996年6月29日"
289,"ターミネーター2","http://eiga.k-img.com/images/movie/46383/photo/a0ec326404625e74/320.jpg?1469167694","2020-06-30 14:35:02","2020-06-30 14:35:02","ジェームズ・キャメロン","未来から送り込まれたサイボーグと人間との戦いを描いた「ターミネーター」（84）の続編。製作・監督・脚本は前作同様、「アビス」のジェームズ・キャメロン、エグゼクティブ・プロデューサーも前作に引き続いてのゲイル・アン・ハードと、今回新たに加わつた「トータル・リコール」のマリオ・カサール、共同脚本はウィリアム・ウィッシャー、共同製作はＢ・Ｊ・ラックとステファニー・オースチン、撮影は「ゴースト　ニューヨークの幻」のアダム・グリーンバーグ、音楽は前作と同じブラッド・フィーデルが担当。出演はアーノルド・シュワルツェネッガー、リンダ・ハミルトン、エドワード・ファーロング、ロバート・パトリックほか。後に16分のシーンが追加された「特別編」が製作されている。","1991年8月24日"
290,"ゆきゆきて、神軍","http://ecx.images-amazon.com/images/I/51HkxzCDkNL._SL180_.jpg","2020-06-30 14:35:03","2020-06-30 14:35:03","原一男","己れをたった一人の“神軍平等兵”と名乗る奥崎謙三が、終戦後偽日もたってから二人の兵士を“敵前逃亡”の罪で処刑した元上官たちを訪ね、真相を究明する姿を追ったドキュメンタリー。監督は「極私的エロス・恋歌1974」の原一男が担当。（16ミリより35ミリにブローアップ。）","1987年8月1日"
